,Site ID,Local ID,Reg. ID,DTW (ft),WL Elev (ft amsl),WL Date,Data Type,Well Depth (ft),Case Dia (in),Water Use,Drill Date,latitude,longitude
FALSE,3.20441E+14,D-16-25 01BBB,607558,103.78,4103.55,8/6/2025,AUTOMATED,161,16,UNUSED,10/1/1975,32.078236,109.761022
FALSE,3.22604E+14,D-11-24 32DBA,914863,377.23,3953.91,8/6/2025,AUTOMATED,1061,10.75,UNUSED,12/16/2012,32.434464,109.915839
FALSE,3.13533E+14,D-21-28 21BCB1,203421,12.8,4635,8/6/2025,AUTOMATED,25,2.4,UNUSED,5/18/2004,31.591631,109.505
FALSE,3.22956E+14,D-11-23 10AAA,613594,382.24,4013.1,8/6/2025,AUTOMATED,500,16,UNUSED,1/1/1965,32.499761,109.978439
FALSE,3.20105E+14,D-16-27 30BAC,608128,403.22,3994.06,8/6/2025,AUTOMATED,597,16,UNUSED,6/28/1965,32.017808,109.642433
FALSE,3.2244E+14,D-12-23 11ABB,,299.77,3978.02,8/6/2025,AUTOMATED,333.3,16,UNUSED,2/1/1958,32.412881,109.967253
FALSE,3.20029E+14,D-16-29 26CCC2,629083,17.74,5198.29,8/6/2025,AUTOMATED,120,12,UNUSED,10/16/1979,32.008278,109.370644
FALSE,3.21736E+14,D-13-25 21AAC,611245,190.2,4023.8,11/4/2024,INDEX,500,16,UNUSED,,32.293167,109.793806
FALSE,3.21834E+14,D-13-24 16BBB,805474,,,,INDEX,1356,16,STOCK,4/2/1932,32.311139,109.909194
FALSE,3.22741E+14,D-11-24 17CAA,621281,456.6,3990.4,11/4/2024,INDEX,,,IRRIGATION,,32.478028,109.919028
FALSE,3.15626E+14,D-17-27 20DAA2,606029,385.1,4027.9,11/5/2024,INDEX,,,IRRIGATION,,31.940111,109.609861
FALSE,3.15744E+14,D-17-26 14AAA1,227441,274.4,4053.6,11/14/2017,INDEX,1450,20,IRRIGATION,10/30/2017,31.962139,109.660861
FALSE,3.15858E+14,D-17-27 01DAD,616193,276.2,4344.8,11/1/2022,INDEX,1000,16,UNUSED,1/30/1968,31.982417,109.54158
FALSE,3.20328E+14,D-16-24 09CBB,,328,3933,11/22/2024,INDEX,465,,UNUSED,,32.057777,109.913581
FALSE,3.21322E+14,D-14-25 11CAA,615968,69.3,4133.7,12/17/2014,INDEX,100,6,STOCK,9/20/1961,32.231056,109.764639
FALSE,3.21532E+14,D-13-25 31CAB1,,36.1,4132.9,12/19/2003,INDEX,,11,UNUSED,,32.260028,109.836639
FALSE,3.22008E+14,D-13-24 03ADA,616780,172.5,4046.5,11/4/2024,INDEX,266,18,IRRIGATION,2/1/1953,32.336583,109.8755
FALSE,3.24018E+14,D-09-23 08BAA,805360,255.7,4902.3,11/4/2024,INDEX,,,STOCK,,32.672306,110.017028
FALSE,3.15835E+14,D-17-26 12BAA,613637,247.2,4092.8,10/31/2006,INDEX,395,18,IRRIGATION,10/1/1952,31.976833,109.651944
FALSE,3.15855E+14,D-17-24 01DAC,,114.15,4130.85,2/24/2003,INDEX,128,12,UNUSED,8/1/1950,31.9815,109.85025
FALSE,3.1592E+14,D-17-26 06BAD,805118,319.7,3934.3,11/5/2024,INDEX,580,16,UNUSED,3/12/1958,31.989778,109.737333
FALSE,3.20232E+14,D-16-26 14DAA,809034,424.9,3949.1,11/6/2024,INDEX,940,18,IRRIGATION,10/25/1953,32.043111,109.660833
FALSE,3.20236E+14,D-16-26 14ADD,805933,421.3,3950.7,11/6/2024,INDEX,,16,UNUSED,,32.0435,109.660806
FALSE,3.20248E+14,D-16-25 14AAD,,374.8,3845.2,11/14/2017,INDEX,603,20,UNUSED,2/11/1956,32.047167,109.762111
FALSE,3.21336E+14,D-14-22 12CDC,615961,165.9,4479.1,11/5/2024,INDEX,250,,STOCK,,32.226333,110.057444
FALSE,3.22349E+14,D-12-23 14ABB,,245.6,4023.4,11/4/2019,INDEX,285,16,UNUSED,3/23/1953,32.398278,109.968583
FALSE,3.2284E+14,D-11-24 17DAA,622902,428.8,4043.2,11/7/2012,INDEX,700,,IRRIGATION,,32.478056,109.910639
FALSE,3.15429E+14,D-17-27 35CCB,626139,218.6,4284.4,10/27/1998,INDEX,400,20,IRRIGATION,12/9/1968,31.908667,109.575583
FALSE,3.15745E+14,D-17-26 14AAA,809136,239.7,4089.3,11/16/2016,INDEX,600,18,UNUSED,4/28/1957,31.962722,109.660639
FALSE,3.15914E+14,D-17-28 06BDA,609167,311.3,4340.7,11/7/2024,INDEX,1000,,UNUSED,,31.987917,109.533226
FALSE,3.20022E+14,D-16-25 36AAA,609186,354.9,3888.1,11/16/2016,INDEX,500,16,OTHER,3/1/1956,32.006833,109.744722
FALSE,3.20024E+14,D-16-25 36BAA,224353,439.9,3787.1,11/5/2024,INDEX,1165,20,IRRIGATION,5/5/2015,32.006694,109.754361
FALSE,3.20213E+14,D-16-25 13CDD,609188,450.1,3776.9,11/5/2024,INDEX,,18,UNUSED,6/15/1952,32.036083,109.753389
FALSE,3.20435E+14,D-16-26 02ADD,609041,338.8,4052.2,11/6/2024,INDEX,700,16,IRRIGATION,,32.074083,109.660972
FALSE,3.21303E+14,D-14-26 18CAA1,,314.7,3930.3,11/5/2024,INDEX,500,16,IRRIGATION,3/20/1953,32.216611,109.730056
FALSE,3.22904E+14,D-11-24 18AAA,605414,425.3,4019.7,1/12/2021,INDEX,603,16,IRRIGATION,2/8/1965,32.485417,109.927778
FALSE,3.22931E+14,D-11-24 07DAA,605412,417.6,4053.4,11/7/2012,INDEX,1060,16,IRRIGATION,2/15/1965,32.492611,109.928139
FALSE,3.23511E+14,D-10-23 10BBA,627747,460.1,4082.9,11/4/2024,INDEX,705,16,STOCK,4/15/1968,32.58686,109.987694
FALSE,3.15318E+14,D-18-27 08BAC,648836,328.1,4066.9,11/1/2022,INDEX,360,8,UNUSED,1/1/1970,31.888526,109.620529
FALSE,3.15454E+14,D-17-27 35BCB,626140,266.9,4232.1,11/5/2024,INDEX,400,20,UNUSED,12/18/1968,31.915944,109.5755
FALSE,3.15642E+14,D-17-27 21BAC,,256.7,4166.3,11/13/2008,INDEX,951,16,UNUSED,10/27/1967,31.945306,109.605333
FALSE,3.15816E+14,D-17-25 08BCC2,,246.8,3975.2,11/22/2024,INDEX,500,16,UNUSED,1/1/1953,31.970945,109.829803
FALSE,3.15855E+14,D-17-28 06CDA,616194,310.7,4339.3,11/2/2000,INDEX,1000,16,IRRIGATION,4/15/1968,31.979917,109.533194
FALSE,3.20022E+14,D-16-26 32AAA,810110,384.8,3900.2,11/5/2024,INDEX,615,16,UNUSED,3/16/1960,32.006556,109.711889
FALSE,3.2033E+14,D-16-25 09ADD,574801,105.7,4080.3,11/6/2024,INDEX,445,14,UNUSED,3/1/1953,32.059417,109.796165
FALSE,3.20542E+14,D-15-25 25CDD1,,304,3916,11/15/2016,INDEX,566,14,OTHER,,32.095278,109.747417
FALSE,3.20614E+14,D-15-25 25AAD,604416,436.2,3783.8,11/5/2024,INDEX,515,18,IRRIGATION,8/1/1953,32.106,109.738972
FALSE,3.21323E+14,D-14-24 14BBA2,635009,36.4,4133.6,11/13/2017,INDEX,70,8,DOMESTIC,,32.223667,109.870806
FALSE,3.21941E+14,D-13-24 05CCB2,619477,193.8,4027.2,11/5/2024,INDEX,204,14,UNUSED,8/1/1953,32.328806,109.926167
FALSE,3.15228E+14,D-18-28 17BAA,505333,,,,INDEX,496,8.62,DOMESTIC,6/1/1983,31.873917,109.517139
FALSE,3.15602E+14,D-17-27 28BAA,627815,381.3,4045.7,11/5/2024,INDEX,701,14,IRRIGATION,10/22/1965,31.934056,109.601306
FALSE,3.1591E+14,D-17-26 04ADD1,620777,342.7,3958.3,11/1/2023,INDEX,500,16,UNUSED,4/1/1960,31.985611,109.69525
FALSE,3.20116E+14,D-16-27 27AAA,628038,215.7,4321.3,11/1/2006,INDEX,300,6,STOCK,1/1/1910,32.021528,109.575639
FALSE,3.20237E+14,D-16-25 16ADD2,512259,83.2,4103.8,11/14/2017,INDEX,100,8,STOCK,7/10/1985,32.043417,109.796806
FALSE,3.2083E+14,D-15-24 08CDA,629684,81.1,4089.9,11/22/2024,INDEX,160,16,STOCK,1/1/1958,32.139499,109.918418
FALSE,3.22234E+14,D-12-24 20CBB,626856,225.3,4020.7,11/4/2024,INDEX,450,16,UNUSED,2/19/1964,32.376361,109.926194
FALSE,3.22418E+14,D-12-23 12CBB,608319,293,3985,11/4/2024,INDEX,500,16,IRRIGATION,1/1/1973,32.405667,109.959831
FALSE,3.15748E+14,D-17-24 12CCC,625779,337.8,3979.2,11/22/2024,INDEX,525,,IRRIGATION,,31.963333,109.863441
FALSE,3.20119E+14,D-16-24 21CCC,606236,335.8,3937.2,10/31/2023,INDEX,1100,20,IRRIGATION,6/1/1958,32.021446,109.914718
FALSE,3.20445E+14,D-16-28 04BBB,,354.1,4354.9,11/2/2022,INDEX,,6,STOCK,,32.077861,109.507
FALSE,3.22415E+14,D-12-23 12DBA1,,230.6,4044.4,11/29/2010,INDEX,269,16,UNUSED,1/1/1953,32.405583,109.949472
FALSE,3.22718E+14,D-11-24 30AAA,604191,379.5,3989.5,11/4/2024,INDEX,1300,16,COMMERCIAL,,32.456139,109.928665
FALSE,3.22933E+14,D-11-24 07DBA,,449.1,4005.9,11/4/2024,INDEX,,8,STOCK,12/2/2015,32.492528,109.932583
FALSE,3.15421E+14,D-17-27 31CDD2,618485,407.5,3958.5,11/5/2024,INDEX,502,16,UNUSED,8/2/1960,31.906333,109.635391
FALSE,3.15435E+14,D-17-24 35DAD,603879,433.9,4081.1,11/30/2004,INDEX,600,6,PUBLIC SUPPLY,7/30/1966,31.909778,109.865528
FALSE,3.15646E+14,D-17-24 23ABD2,588414,404.6,3985.4,11/22/2024,INDEX,505,8,PUBLIC SUPPLY,8/30/2001,31.946083,109.869778
FALSE,3.15748E+14,D-17-24 11DCC,617434,357,3985,11/22/2024,INDEX,600,16,IRRIGATION,5/22/1961,31.963333,109.870552
FALSE,3.20107E+14,D-16-27 27BBC,556743,337.1,4197.9,3/10/2020,INDEX,370,8,STOCK,2/1/1997,32.018278,109.589778
FALSE,3.20119E+14,D-16-26 30AAA,626217,403.4,3860.6,11/8/2018,INDEX,700,16,UNUSED,4/1/1954,32.021306,109.728917
FALSE,3.20208E+14,D-16-28 17DDD,511769,330.3,4364.7,11/2/2022,INDEX,400,8,STOCK,8/17/1985,32.036,109.507889
FALSE,3.20303E+14,D-16-26 09DDD,801769,481.4,3831.6,11/6/2024,INDEX,740,18,UNUSED,8/15/1953,32.05075,109.694972
FALSE,3.20356E+14,D-16-26 04CDC,609969,501.9,3787.1,11/6/2024,INDEX,,,UNUSED,,32.065303,109.707583
FALSE,3.20633E+14,D-15-26 23DCC2,611586,362.9,4098.1,11/7/2024,INDEX,760,12.75,INDUSTRIAL,1/5/1963,32.108556,109.662111
FALSE,3.21414E+14,D-14-23 12BBB2,608286,315.6,4041.4,10/31/2022,INDEX,325,16,IRRIGATION,11/5/1969,32.237694,109.958583
FALSE,3.20144E+14,D-16-28 20ADC2,643341,337.8,4358.2,11/6/2024,INDEX,,8,STOCK,1/1/1959,32.029,109.510194
FALSE,3.20409E+14,D-16-26 05DAD,616104,415.7,3874.3,1/17/2017,INDEX,610,18,UNUSED,1/1/1953,32.069194,109.712417
FALSE,3.20403E+14,D-16-26 06DDA,612109,408.9,3848.9,11/8/2018,INDEX,662,16,UNUSED,3/22/1958,32.068528,109.729139
FALSE,3.13528E+14,D-21-28 22BDD2,557605,50,4670,6/1/1996,STANDARD,118,6,DOMESTIC,6/1/1996,31.591167,109.48175
FALSE,3.13533E+14,D-21-28 21BCB4,,9.3,4635.7,11/16/2020,STANDARD,,,UNUSED,,31.592389,109.505306
FALSE,3.13819E+14,D-21-28 04ABB,611841,531.3,4591.7,1/24/1990,STANDARD,1000,8,STOCK,,31.638611,109.496667
FALSE,3.13949E+14,D-20-28 28ADC,611839,8.01,5066.99,1/8/2015,STANDARD,200,8,STOCK,,31.6635,109.482667
FALSE,3.13952E+14,D-20-28 27ADA,611834,5.82,4954.18,1/7/2015,STANDARD,35,48,STOCK,,31.665278,109.463333
FALSE,3.14107E+14,D-20-28 17CDD,611836,,,,STANDARD,30,60,STOCK,,31.685278,109.505833
FALSE,3.14428E+14,D-19-28 34AAD,220026,401.8,4668.2,12/17/2014,STANDARD,700,6.63,STOCK,3/15/2011,31.741222,109.466833
FALSE,3.1463E+14,D-19-28 15C,,,,,STANDARD,1100,6.62,UNDETERMINED,3/22/1947,31.775,109.473611
FALSE,3.147E+14,D-19-29 18ABD UNSURV,806009,303.9,5376.1,11/30/1994,STANDARD,110,6,UNUSED,,31.783333,109.416111
FALSE,3.14803E+14,D-18-26 12BBB,648294,,,,STANDARD,184,8,DOMESTIC,11/1/1962,31.889722,109.659444
FALSE,3.15041E+14,D-18-27 29AAD,529992,305.5,4149.5,12/2/2014,STANDARD,420,6,DOMESTIC,,31.845083,109.610583
FALSE,3.15054E+14,D-18-29 19DDC4,,8.48,5281.52,12/1/1994,STANDARD,,18,DOMESTIC,,31.848333,109.426111
FALSE,3.151E+14,D-18-29 20CCB,806523,14.2,5315.8,12/5/2014,STANDARD,40,48,IRRIGATION,,31.85,109.421389
FALSE,3.15104E+14,D-18-28 22CBC,,474,4426.5,9/9/1951,STANDARD,,6,STOCK,,31.851111,109.489722
FALSE,3.15117E+14,D-18-27 21BCC1,,186.4,4243.6,1/14/1976,STANDARD,200,6,UNUSED,,31.855833,109.609722
FALSE,3.15207E+14,D-18-29 18ACD,637453,13.47,5286.53,12/16/2014,STANDARD,30,48,UNUSED,,31.868611,109.427778
FALSE,3.15209E+14,D-18-28 17CBA2,,366.1,4362.9,1/28/2021,STANDARD,536,10.75,DOMESTIC,8/1/1975,31.868417,109.521278
FALSE,3.15213E+14,D-18-24 17BDA,647459,38.72,5111.28,11/11/1959,STANDARD,44,,STOCK,,31.870278,109.923889
FALSE,3.15227E+14,D-18-28 16ABB,519499,458.2,4391.8,1/23/1990,STANDARD,500,8,DOMESTIC,11/13/1987,31.874167,109.497778
FALSE,3.15232E+14,D-18-28 15BBA,808474,530,4380,1/9/2015,STANDARD,,6,DOMESTIC,3/1/1977,31.875472,109.48675
FALSE,3.15232E+14,D-18-24 09CDC2,,21,4939,2/1/1975,STANDARD,,,UNDETERMINED,,31.875556,109.909444
FALSE,3.15235E+14,D-18-27 12DDD,,235,4395,12/20/1965,STANDARD,374,8,UNDETERMINED,12/20/1965,31.876389,109.5425
FALSE,3.15235E+14,D-18-27 07CDC3,507894,240,4127,1/13/2025,STANDARD,300,6,DOMESTIC,4/30/1984,31.876389,109.638611
FALSE,3.15236E+14,D-18-27 09DCC,,,,,STANDARD,400,10,IRRIGATION,9/19/1974,31.876667,109.6
FALSE,3.15241E+14,D-18-24 09DCB,633368,14.77,4890.23,12/6/2005,STANDARD,25,,STOCK,,31.87825,109.905833
FALSE,3.15243E+14,D-18-26 12CDA,,,,,STANDARD,178,,IRRIGATION,,31.878611,109.658611
FALSE,3.15249E+14,D-18-26 11CAD,627844,100,4222,7/1/1966,STANDARD,965,16,IRRIGATION,1/1/1966,31.880278,109.669444
FALSE,3.1525E+14,D-18-27 07DAC,236817,,,,STANDARD,760,8.63,DOMESTIC,5/11/2022,31.880639,109.629611
FALSE,3.15303E+14,D-18-28 07ADD,647332,,,,STANDARD,452,8.63,DOMESTIC,6/1/1975,31.884167,109.525833
FALSE,3.15308E+14,D-18-28 08BDA2,631806,383.6,4359.4,12/3/2014,STANDARD,468.5,8.63,DOMESTIC,10/1/1977,31.885472,109.518056
FALSE,3.15309E+14,D-18-26 11ADA,627835,300.8,4032.2,2/11/2021,STANDARD,600,16,UNUSED,,31.886639,109.66075
FALSE,3.15316E+14,D-18-26 12ABC,630723,220.3,4124.7,12/9/2014,STANDARD,334,8,DOMESTIC,,31.888,109.650778
FALSE,3.15334E+14,D-18-27 05DAD,,310.1,4106.9,1/27/2021,STANDARD,,,UNUSED,,31.894361,109.609972
FALSE,3.15338E+14,D-18-26 02DAD,627830,193,4142,12/2/1999,STANDARD,1100,14,IRRIGATION,11/15/1965,31.896083,109.660722
FALSE,3.15348E+14,D-18-27 05DAA,627841,100,4315,7/8/1966,STANDARD,805,16,IRRIGATION,7/8/1966,31.896667,109.610278
FALSE,3.15354E+14,D-18-26 02ADD,627831,308.1,4026.9,12/10/2014,STANDARD,602,16,IRRIGATION,12/13/1965,31.899528,109.66075
FALSE,3.15401E+14,D-18-27 06ADA,605185,290.2,4089.8,12/9/2014,STANDARD,700,16,IRRIGATION,6/25/1966,31.901306,109.627
FALSE,3.15405E+14,D-18-27 05BDA,627839,202,4194,11/29/1994,STANDARD,700,16,IRRIGATION,7/1/1966,31.901972,109.618389
FALSE,3.15428E+14,D-17-26 34DDA,,88,4222,7/5/1965,STANDARD,350,16,IRRIGATION,7/5/1965,31.90875,109.677722
FALSE,3.15442E+14,D-17-27 31DBA,,115,4255,11/30/1965,STANDARD,560,16,IRRIGATION,11/30/1965,31.911667,109.631667
FALSE,3.15451E+14,D-17-26 35BDA,627809,194,4128,12/1/2005,STANDARD,850,16,UNUSED,1/10/1966,31.914889,109.669167
FALSE,3.15457E+14,D-17-25 35ADB,515139,213,4075,12/11/2014,STANDARD,375,6,UNUSED,8/11/1986,31.916139,109.766167
FALSE,3.15457E+14,D-17-24 32AAD,507816,,,,STANDARD,800,6,UNUSED,,31.916111,109.914917
FALSE,3.15508E+14,D-17-26 36AAA,616190,246,4106,12/8/2005,STANDARD,794,14,UNUSED,12/30/1967,31.918139,109.643556
FALSE,3.15509E+14,D-17-26 35BAA,627810,194,4126,12/1/2005,STANDARD,1065,16,IRRIGATION,5/12/1966,31.919694,109.669194
FALSE,3.15515E+14,D-17-26 26CCD,,,,,STANDARD,85,5,UNUSED,,31.920167,109.674056
FALSE,3.15533E+14,D-17-27 29CAA,604986,293.9,4094.1,12/10/2014,STANDARD,500,16,IRRIGATION,6/16/1966,31.925028,109.618333
FALSE,3.15537E+14,D-17-25 30ADD,625153,345.6,4017.4,12/16/2014,STANDARD,557,16,UNUSED,,31.927028,109.831417
FALSE,3.156E+14,D-17-23 25BAB,,12.94,4827.06,11/12/1959,STANDARD,,6,IRRIGATION,,31.933333,109.959167
FALSE,3.15601E+14,D-17-26 26AAA,,215.9,4107.1,12/11/2014,STANDARD,900,16,UNUSED,1/4/1967,31.934111,109.66075
FALSE,3.15604E+14,D-17-25 19CCC,,,,,STANDARD,,6,UNUSED,,31.934444,109.846389
FALSE,3.15627E+14,D-17-27 19DAA,805705,255.3,4124.7,12/6/2005,STANDARD,500,16,IRRIGATION,1/25/1967,31.94,109.626917
FALSE,3.15628E+14,D-17-27 21CAA,627813,258.1,4173.9,11/29/2005,STANDARD,1000,16,UNUSED,6/5/1966,31.940972,109.601306
FALSE,3.15652E+14,D-17-24 22BAA,642183,420.5,4025.5,1/14/2021,STANDARD,524,,DOMESTIC,,31.947472,109.8905
FALSE,3.15658E+14,D-17-25 15DCD,626935,,,,STANDARD,374,16,IRRIGATION,1/1/1966,31.949444,109.783611
FALSE,3.15658E+14,D-17-25 16DCC,616189,185.4,4071,12/8/1999,STANDARD,560,16,UNUSED,5/7/1965,31.948833,109.803139
FALSE,3.15704E+14,D-17-26 13CDA,,198,4137,1/24/1972,STANDARD,349,14,UNUSED,1/24/1972,31.9525,109.652222
FALSE,3.15707E+14,D-17-28 16BAA,,261,4537,2/1/1975,STANDARD,,,UNDETERMINED,,31.951944,109.499722
FALSE,3.15707E+14,D-17-27 15DDA,,248.8,4260.2,12/6/2005,STANDARD,796,16,UNUSED,12/9/1966,31.951917,109.575833
FALSE,3.15707E+14,D-17-27 15CDD,,275.2,4212.8,12/6/2005,STANDARD,982,14,UNUSED,12/30/1966,31.951083,109.584083
FALSE,3.1571E+14,D-17-25 15CAC,626937,89,4146,11/6/1966,STANDARD,520,16,IRRIGATION,11/6/1966,31.952778,109.791389
FALSE,3.15719E+14,D-17-26 14ADD,,224.2,4105.8,12/15/2014,STANDARD,355,16,UNUSED,7/8/1959,31.956389,109.660722
FALSE,3.15724E+14,D-17-27 16BDD,,266.8,4167.2,12/5/2005,STANDARD,,14,UNUSED,,31.956583,109.601139
FALSE,3.15735E+14,D-17-27 18BAD,,229.5,4132.5,12/7/2005,STANDARD,825,16,UNUSED,9/29/1965,31.959861,109.635361
FALSE,3.15735E+14,D-17-26 13AAD,622875,259.8,4088.2,12/15/2014,STANDARD,730,16,UNUSED,5/28/1965,31.959778,109.643639
FALSE,3.15743E+14,D-17-27 13AAA,627513,262.2,4353.8,12/7/2005,STANDARD,350,6,STOCK,,31.961944,109.54275
FALSE,3.15747E+14,D-17-27 16BAA,,317.3,4121.7,12/11/2014,STANDARD,,,IRRIGATION,,31.962917,109.601278
FALSE,3.15748E+14,D-17-25 11DCC4,645299,139.96,4077,12/9/1999,STANDARD,200,10,STOCK,4/7/1976,31.96375,109.770972
FALSE,3.15749E+14,D-17-25 11DCC2,,,,,STANDARD,,8,UNUSED,,31.963833,109.771083
FALSE,3.15752E+14,D-17-25 12CDC,633289,183.5,4061.5,1/20/2021,STANDARD,200,12,UNUSED,,31.964556,109.757222
FALSE,3.15754E+14,D-17-29 09CC,,,,,STANDARD,,,UNDETERMINED,,31.965,109.403611
FALSE,3.15814E+14,D-17-25 08BCC1,626471,,,,STANDARD,,8,UNUSED,,31.970694,109.829833
FALSE,3.15815E+14,D-17-25 09BCC2,800060,110.5,4098.5,1/22/1990,STANDARD,263,16,IRRIGATION,4/15/1955,31.970833,109.811667
FALSE,3.15818E+14,D-17-25 07BCC,626469,196.5,4051.5,1/15/2021,STANDARD,590,16,IRRIGATION,6/22/1955,31.971778,109.8455
FALSE,3.15828E+14,D-17-24 08AAD1,,,,,STANDARD,,8,UNUSED,,31.974444,109.915278
FALSE,3.1583E+14,D-17-24 08ABC,201208,,,,STANDARD,,,DOMESTIC,,31.975,109.922833
FALSE,3.15838E+14,D-17-28 10BBA1,608132,,,,STANDARD,500,6,UNUSED,,31.977222,109.487222
FALSE,3.15838E+14,D-17-26 09AAA,625451,238,4062,11/29/1994,STANDARD,715,16,UNUSED,4/11/1964,31.9775,109.694722
FALSE,3.1584E+14,D-17-26 03DDA2,,170,4148,3/5/1965,STANDARD,475,16,DOMESTIC,3/5/1965,31.980556,109.678056
FALSE,3.15841E+14,D-17-25 06CCC,603787,111.1,4128.9,12/17/2014,STANDARD,450,10,DOMESTIC,4/1/1977,31.978056,109.846389
FALSE,3.15842E+14,D-17-24 04CCC,,265.85,4182.15,9/25/1951,STANDARD,,6,UNUSED,,31.978333,109.914444
FALSE,3.15906E+14,D-17-27 06CBB,613641,,,,STANDARD,,6,UNUSED,,31.985,109.642778
FALSE,3.15907E+14,D-17-26 03DAA,,285.8,4033.2,12/16/2014,STANDARD,600,16,UNUSED,1/31/1958,31.985028,109.677861
FALSE,3.1593E+14,D-17-26 02BAA,604390,336.6,3993.4,2/11/2021,STANDARD,400,16,UNUSED,9/20/1965,31.992333,109.669194
FALSE,3.1593E+14,D-17-26 05AAB,605015,289.4,3989.6,12/15/2014,STANDARD,435,16,UNUSED,7/9/1963,31.992361,109.715389
FALSE,3.1593E+14,D-17-24 02BBA,,125,4160,12/1/1971,STANDARD,200,8,UNDETERMINED,12/1/1971,31.991667,109.877778
FALSE,3.15945E+14,D-16-24 34DAD,613787,140,4140,8/13/1971,STANDARD,225,8,DOMESTIC,8/13/1971,31.995833,109.881111
FALSE,3.15951E+14,D-17-24 02ABD,,,,,STANDARD,211,8,DOMESTIC,1/24/1974,31.9975,109.868889
FALSE,3.15952E+14,D-16-26 35CAD,604388,280.6,4056.4,11/30/1999,STANDARD,,18,UNUSED,,31.997778,109.669444
FALSE,3.15953E+14,D-16-26 33DAA1,602745,257,4047,11/28/1994,STANDARD,500,20,STOCK,4/1/1956,31.998056,109.695
FALSE,3.15958E+14,D-16-26 34DBB,,,,,STANDARD,,,IRRIGATION,,31.999444,109.686667
FALSE,3.15958E+14,D-16-24 35CBB,603170,188.7,4089.3,12/7/2005,STANDARD,200,8,DOMESTIC,5/1/1973,31.997722,109.880639
FALSE,3.20011E+14,D-16-29 33BAD2,,17.3,5092.7,12/2/2014,STANDARD,,10,DOMESTIC,,32.001778,109.397583
FALSE,3.20023E+14,D-16-26 35BAA,604385,343.8,3996.2,12/11/2014,STANDARD,436,16,IRRIGATION,10/16/1965,32.007028,109.669222
FALSE,3.20025E+14,D-16-24 26DDD,,36.11,4173.89,5/23/1946,STANDARD,,6,STOCK,,32.006944,109.865278
FALSE,3.20025E+14,D-16-24 27DDD,616097,95,4145,8/1/1970,STANDARD,200,8,DOMESTIC,8/1/1970,32.006944,109.880833
FALSE,3.20026E+14,D-16-25 26DDD,,239.2,3988.8,12/14/2005,STANDARD,,8,UNUSED,,32.007222,109.762222
FALSE,3.20027E+14,D-16-25 26CDD,617502,203.6,4016.4,12/7/1994,STANDARD,220,8.62,UNUSED,10/10/1977,32.0075,109.7705
FALSE,3.20035E+14,D-16-25 28CDA,,,,,STANDARD,700,20,IRRIGATION,,32.009722,109.805
FALSE,3.2004E+14,D-16-29 29CAC2,,,,,STANDARD,,,DOMESTIC,,32.011111,109.417222
FALSE,3.20043E+14,D-16-25 28DAA1,,,,,STANDARD,19.2,10,UNUSED,,32.011944,109.796944
FALSE,3.2005E+14,D-16-26 30DAA2,,236.3,4027.7,1/22/1990,STANDARD,,8,UNUSED,,32.013889,109.728889
FALSE,3.20102E+14,D-16-26 29BDA,,160,4120,3/15/1959,STANDARD,700,16,IRRIGATION,3/15/1959,32.017222,109.720556
FALSE,3.20111E+14,D-16-26 27AAA,604399,440.3,3898.7,2/10/2021,STANDARD,,16,UNUSED,1/1/1953,32.020361,109.677667
FALSE,3.20111E+14,D-16-24 26AB,,23.4,4156.6,12/16/1957,STANDARD,256,,STOCK,,32.019722,109.869444
FALSE,3.20116E+14,D-16-26 28AAA1,626221,228.02,4084.98,1/23/1964,STANDARD,600,18,UNUSED,1/1/1953,32.021111,109.694722
FALSE,3.20116E+14,D-16-25 26BBB,501274,,,,STANDARD,100,8,UNUSED,11/23/1981,32.021111,109.7775
FALSE,3.20117E+14,D-16-26 29BAA1,,373.2,3902.8,12/11/2014,STANDARD,,16,UNUSED,,32.021389,109.720556
FALSE,3.20117E+14,D-16-26 29BAA2,,,,,STANDARD,,,IRRIGATION,,32.021389,109.720833
FALSE,3.20121E+14,D-16-25 24DDD,604407,357.6,3889.4,12/3/2014,STANDARD,406,16,IRRIGATION,4/1/1952,32.021667,109.745028
FALSE,3.20138E+14,D-16-26 21DAD,605907,287,4028,1/18/1990,STANDARD,800,14,DOMESTIC,1/1/1958,32.025556,109.695556
FALSE,3.20138E+14,D-16-23 19DBA,631739,430.5,4204.5,12/15/1999,STANDARD,,12,PUBLIC SUPPLY,,32.027222,110.035833
FALSE,3.20139E+14,D-16-23 19DBB,,440,4200,1/1/1950,STANDARD,510,5,DOMESTIC,1/1/1950,32.0275,110.035556
FALSE,3.20143E+14,D-16-25 24ADD,604404,303.9,3940.1,12/6/2005,STANDARD,400,16,IRRIGATION,12/1/1951,32.028833,109.745167
FALSE,3.20147E+14,D-16-26 23BDD,,,,,STANDARD,,,UNUSED,,32.029722,109.669444
FALSE,3.20148E+14,D-16-25 23ADB,,,,,STANDARD,52,8,DOMESTIC,,32.03,109.763889
FALSE,3.20154E+14,D-16-23 19ACB2,631738,419.9,4200.1,12/9/1999,STANDARD,470,12,PUBLIC SUPPLY,9/8/1966,32.031667,110.037778
FALSE,3.20156E+14,D-16-26 20ADA1,605915,362,3938,12/7/2005,STANDARD,600,,DOMESTIC,,32.032056,109.711806
